Score,Source,QA_ID,Extracted_Answer
-0.5989227110358553,"Lactate dehydrogenase was 180 U/L, and alkaline phosphatase was 81 U/L (to convert both to μkat/L, multiply by 0.0167).",Merge Q3,D
-1.601229350150034,"Left inguinal lymph node biopsy showed partial involvement by atypical cells with high proliferation index (Ki-67 >95%) that were positive for CD3, CD4, CD8, BCL2, and TDT, suggestive of T-cell lymphoblastic lymphoma/leukemia (Figure, B).A, Positron emission tomographic–computed tomographic (PET/CT) scan of the head and neck at presentation showing a left upper cervical lymph node of 2.6 cm (arrowhead).",Merge Q3,D
1.3639079332351685,"Examination of the skin was notable for erythematous and hyperpigmented patches covering 90% of the body surface area, consistent with her known mycosis fungoides.",Merge Q4,D
0.8392142989825685,Other notable findings on examination were 1- to 2-cm lymphadenopathy in the bilateral inguinal folds and axillae.,Merge Q4,D
0.6266681503913797,A 53-year-old woman with a history of stage IVA1 (T4N1M0B2) mycosis fungoides presented with a new 1-month history of hyperpigmentation of the oral mucosa (Figure 1).,Merge Q4,D
0.19542978385850843,"The patient had previously received 5 cycles of romidepsin with progression of disease, followed by 4 doses of pegylated liposomal doxorubicin hydrochloride, which was followed by partial response.Black macules and patches on the tongue, roof of the mouth, and buccal mucosa.",Merge Q4,D
0.038597733263331734,"Examination of the mouth revealed multiple coalescing painless nonpruritic black macules and patches on the tongue, roof of the mouth, and buccal mucosa.",Merge Q4,D
-0.0,.,Merge Q4,D
-0.19945912923408343,Review of systems was notable for fatigue.,Merge Q4,D
2.572805550328128,"He had immigrated from Nigeria 10 years prior, had not returned since, and was working as a traveling nurse.",Merge Q5,C
1.4571727237506802,"He also reported recent swelling of the left side of his face with associated numbness and occasional swelling of his left hand, all of which resolved after a few days.",Merge Q5,C
1.2698240463900499,Ophthalmology was consulted to evaluate for a conjunctival foreign body of the left eye.,Merge Q5,C
1.0633920235390621,"The photograph shows an irregular, serpiginous extension from beneath the plica semilunaris toward the corneal limbus with localized conjunctival hyperemia.",Merge Q5,C
0.9769026595813594,He reported a similar sensation of movement in his left eye that occurred for 1 night about 5 years ago for which he visited an urgent care center where he was diagnosed with allergic conjunctivitis.,Merge Q5,C
0.9075765742118331,"His uncorrected visual acuity was 20/20, extraocular movements were full and without pain or abnormal sensation, and intraocular pressure was normal.",Merge Q5,C
0.8148931479726759,"A slitlamp examination did not reveal any conjunctival hyperemia, foreign bodies, or other abnormalities like those shown in the photograph.",Merge Q5,C
0.771453040061241,A 33-year-old man with no prior ocular problems presented to the emergency department in central Florida with a chief complaint of a “pulling and popping” sensation in his left eye that had occurred the previous night.,Merge Q5,C
0.22685115039348602,"At the time of the examination, his symptoms had resolved; however, he had a photograph from a cellular phone taken during the episode (Figure 1).",Merge Q5,C
-0.19277178426240726,His dilated fundus examination was unremarkable.,Merge Q5,C
-0.44083855036354513,A comprehensive blood cell count revealed mild elevation in the relative (but not absolute) eosinophil count (6.9% reference; 6.0% of white blood cells).Patient cellular phone photograph of the left eye shows an irregular serpiginous extension from beneath the plica semilunaris toward the corneal limbus with localized conjunctival hyperemia.Exploration of conjunctiva and removal of foreign body.,Merge Q5,C
31.171434109232987,"C, Histopathologic examination revealed dermoepidermal separation (hematoxylin-eosin stain).",Merge Q6,A
17.5323060442721,"A woman in her 30s presented with progressive, multiple itchy erythematous to violaceous papules and plaques localized to the left shin for more than 10 years (Figure, A and B).",Merge Q6,A
15.086137982303402,"D, Histopathologic examination revealed several milia (hematoxylin-eosin stain).",Merge Q6,A
11.29894138618256,"B, Close-up of the skin lesions showing an erosion with partially detached epidermis and multiple milia.",Merge Q6,A
4.998843334589427,"On close inspection, milia and a few erosions with partially detached epidermis were identified.",Merge Q6,A
4.922730784439153,"No extracutaneous involvement was observed.A, Multiple pruritic erythematous to violaceous lichenified papules and plaques on the left shin.",Merge Q6,A
0.0,"There were no abnormalities of the mucous membranes, nails, hair, or teeth.",Merge Q6,A
-1.3988074745593193,.,Merge Q6,A
3.6351451562530013,The patient reported having a similar episode of rash and delayed wound healing after laparoscopy 1 year prior to presentation.Erythema and crusting along incision sites surrounded by a papulovesicular rash.Perform a skin biopsy at the mastectomy incision sitePrescribe acyclovir (400 mg orally 3 times daily for 7 days)Start topical steroids and perform a skin patch testTreat with doxycycline (100 mg orally twice daily for 7 days).,Merge Q7,A
1.0012433956029576,"The skin swab bacterial culture result was negative, and her skin findings did not improve with antibiotics.",Merge Q7,A
0.6683016619911443,"Five days after surgery, the patient noted erythema, edema, pain, pruritus, and serous fluid drainage at the mastectomy incision sites (Figure 1).",Merge Q7,A
0.40773880554265035,"A 42-year-old woman with asthma, seasonal allergies, and invasive ductal breast carcinoma presented to the dermatology clinic for rash and poor wound healing 2 weeks after bilateral mastectomy.",Merge Q7,A
-0.0826169103384018,"Two days later, she developed an erythematous papulovesicular rash on her trunk and upper and lower extremities.",Merge Q7,A
-0.13594526174495386,"A skin swab was sent for bacterial culture, and she was prescribed cefadroxil (500 mg twice daily for 1 week).",Merge Q7,A
0.8235322816929999,"The lesion is a well-demarcated, exophytic, brownish-red vascular papule with an irregular surface.Order brain magnetic resonance imaging to look for associated central nervous system tumors.",Merge Q8,B
0.057517677882693886,"Two optical coherence tomography line scans inset through the main lesion (orange) and through the fovea (blue) with relative location marked with dotted lines, demonstrating disorganized and hyperreflective inner retinal thickening consistent with type 1 astrocytic hamartoma of the retina and associated macular edema.",Merge Q8,B
-0.0,"B, Elevated papule.",Merge Q8,B
-0.0,Arrowhead indicates bulblike telangiectasis on fluorescein angiography and blocking from intraretinal hemorrhage.,Merge Q8,B
-0.0,"A, An area of superior macular whitening following the superior arterial arcade with associated intraretinal hemorrhages and exudate.",Merge Q8,B
0.0,Systemic blood pressure was normal.Features of tuberous sclerosis complex.,Merge Q8,B
0.0,"On review of systems, the patient noted a long-standing growth on her cheek, which on examination was a 4 × 3-mm exophytic, brownish-red vascular papule (Figure, B), as well as a history of lightly pigmented patches of skin and multiple subungual fibromas on her toes.",Merge Q8,B
-0.0,"Optical coherence tomography showed disorganized and hyperreflective inner retinal thickening (Figure, A) and intraretinal and subretinal fluid in the central macula.",Merge Q8,B
-0.0,"Fluorescein angiography showed abnormally dilated and tortuous retinal vessels, irregular capillary branching patterns, and bulblike telangiectasis with late leakage in the superior macula.",Merge Q8,B
-0.0,"In the right eye, there was an area of superior macular whitening with associated intraretinal hemorrhages and exudates.",Merge Q8,B
-0.0,"Anterior segment examination of both eyes was unremarkable, and the retina in the left eye appeared normal.",Merge Q8,B
-0.0,Visual acuity with correction was 20/40 in the right eye and 20/20 in the left eye.,Merge Q8,B
-0.0,She had a history of optometric examinations with no known ocular disease.,Merge Q8,B
-0.0,A 15-year-old girl presented with a 2-month history of decreased vision and a dark spot in the central vision in her right eye.,Merge Q8,B
0.2051148031919235,"A, Fluorescein angiography shows dense vitritis, predominantly arteriole leakage (arrowheads), and nonperfusion.",Merge Q9,A
0.17140815746367896,Optical coherence tomography revealed debris at the vitreoretinal interface (Figure 1B).Fluorescein angiography and optical coherence tomography on presentation demonstrate retinal vasculitis and vitritis (right eye results shown).,Merge Q9,A
0.0,"B, Optical coherence tomography shows disorganization of the outer retina with debris at the vitreoretinal interface (arrowheads).Vitreous tap and inject intravitreal foscarnet, vancomycin, and ceftazidimeMagnetic resonance imaging of the orbits followed by lumbar puncture.",Merge Q9,A
0.0,"Inset is a magnified view, with arrowheads pointing to arteriole leakage.",Merge Q9,A
-0.0,"Fluorescein angiography illustrated disc and vessel leakage (predominantly arteriole), capillary dropout, and peripheral nonperfusion in the right eye (Figure 1A) with no view in the left eye.",Merge Q9,A
0.0,"The left eye had a poor view, with 90% gas fill.",Merge Q9,A
0.0,Right eye fundus examination results revealed sheets of pigmented cell and vascular sheathing with optic nerve pallor.,Merge Q9,A
-0.0,Right eye slitlamp examination results showed pigmented cells in the anterior chamber and lens capsule; the left eye showed prolapsed pigmented vitreous at the pupillary margin.,Merge Q9,A
-0.0,"His visual acuity was 20/500 OD and hand motions OS, with an intraocular pressure of 18 mm Hg in both eyes.",Merge Q9,A
0.0,"The referring retina specialist noted vitritis and vasculitis intraoperatively, but the result of vitreous biopsy cytology was negative for malignant cells.At presentation to our institution, the patient was taking oral prednisone, 40 mg/d.",Merge Q9,A
0.0,Cabozantinib therapy was discontinued for surgery and resumed 3 days later.,Merge Q9,A
-0.0,The patient noted blurry vision started around the time of cabozantinib therapy initiation.,Merge Q9,A
-0.0,"A 68-year-old man with a remote history of B-cell lymphoma and active renal cell carcinoma (RCC), receiving cabozantinib therapy, was referred for worsening hazy vision in the right eye after recent outside retinal detachment (RD) repair of the left eye, with pars plana vitrectomy and gas.",Merge Q9,A
1.0004632472991943,"Subsequently, severe skin sagging occurred on her abdomen with loss of elasticity, then spread extensively with developmental growth.",Merge Q10,B
0.9576672390873954,A Chinese woman in her late 20s presented with a 20-year history of progressive skin laxity.,Merge Q10,B
0.8919519909508657,"Severe skin laxity with deep cutaneous folds on the cervical, axillary, and abdominal regions.",Merge Q10,B
0.7960611898408474,"However, her younger sister had developed the same skin symptoms.",Merge Q10,B
0.487532252868741,Echocardiographic and fundoscopic examination results were normal.,Merge Q10,B
0.3838188030610111,"The results of a physical examination showed thick and leathery skinfolds on the neck, axillae, inguinal regions, abdomen, and limbs (Figure, A), with yellowish papules scattered on the dorsal neck.",Merge Q10,B
0.2523608879244933,.,Merge Q10,B
0.23522846219893867,The patient had no extracutaneous involvement and was born to healthy nonconsanguineous parents.,Merge Q10,B
-0.0,The results of other laboratory investigations were unremarkable.,Merge Q10,B
-0.19035541612975743,"A skin biopsy specimen was obtained from her neck for histopathologic examination (Figure, B).A, Clinical image of the neck, axillae, and abdomen.",Merge Q10,B
-0.4080886443318167,"In early childhood, she had developed asymptomatic yellowish coalesced papules confined to flexural areas.",Merge Q10,B
-0.7113149473293713,"B, Skin biopsy specimen taken from the neck shows excessive calcification of elastic fiber fragments scattered in the reticular dermis (von Kossa).",Merge Q10,B
-1.067249286997648,"Coagulation-related tests indicated a low clotting activity of factor X (52.2%; reference range, 77%-131%) and a prolonged prothrombin time (12.8 seconds; reference range, 10.4-12.6 seconds).",Merge Q10,B
0.13068291944066887,"C-reactive protein level and results from tuberculin skin test, interferon-γ release assay, nucleic acid amplification testing for tuberculosis, acid-fast bacilli smear microscopy, and HIV antibody testing were normal.",Merge Q11,B
0.030127573964743058,.,Merge Q11,B
0.0,"A previously healthy 7-year-old boy was admitted to the hospital with 1 week of temperatures up to 40.2 °C (104.4 °F), productive cough, and lethargy, which did not improve after 3 days of oral cefuroxime.",Merge Q11,B
0.0,"A thoracoabdominal computed tomography (CT) scan showed a ruptured 10 × 9 × 5–cm right upper lobe pulmonary cyst compressing the right main bronchus and 3 liver cysts (Figure 1).Left, Chest computed tomography (CT) scan (transverse view) showing a giant cystic mass in the right upper lobe of the lung with rupture and compression of the right main bronchus.",Merge Q11,B
0.0,"His abdomen was soft and nontender, without hepatosplenomegaly.",Merge Q11,B
-0.0,Lung auscultation revealed absent breath sounds on the right hemithorax.,Merge Q11,B
-0.0,"His blood pressure was 93/60 mm Hg; heart rate, 100/min; respiratory rate, 26/min; and oxygen saturation, 94% on room air.",Merge Q11,B
-0.017345592320852126,"He lived in rural China and had close contact with dogs, cattle, and sheep.",Merge Q11,B
-0.06948355785486864,"His white blood cell count was 8000/μL, with 25.8% eosinophils (reference range, 0%-9%).",Merge Q11,B
-0.49104190943673676,"Right, Abdominal CT scan (coronal view) showing 3 round water-density cysts in the right anterior lobe, right posterior lobe, and left lateral lobe of the liver.",Merge Q11,B
20.729239132263285,"Dilated fundus examination showed a clear vitreous cavity in the right eye, 360° serous choroidal detachment partly obscuring the optic disc nasally (Figure 1), and the fundus in the left eye was unremarkable.Slitlamp photograph of the right eye showing corkscrew episcleral vessels (A) and ultra-wide field imaging of the right eye showing a large choroidal detachment nasally and shallow detachment all around (B).Magnetic resonance imaging with magnetic resonance angiography or digital subtraction angiography.",Merge Q12,A
8.015141817812854,"The anterior segment showed dilated corkscrew conjunctival vessels (Figure 1), a shallow anterior chamber in the right eye, and nuclear cataract in both eyes.",Merge Q12,A
7.970457318239699,Gonioscopy revealed an occludable angle in the right eye without evidence of blood in the Schlemm canal.,Merge Q12,A
1.8639756475342095,Intraocular pressure was 16 mm Hg by Goldman applanation tonometry in both eyes.,Merge Q12,A
1.596387555021752,Pupillary reaction and color vision were normal in both eyes.,Merge Q12,A
1.1528008617460728,"Her medical history was unremarkable.On examination, her best-corrected visual acuity measured 20/60 OD and  20/25 OS.",Merge Q12,A
0.7333589580070089,"A 64-year-old woman presented with diminution of vision, progressive redness, and dull aching pain in the right eye for 8 months.",Merge Q12,A
0.11958608800170843,Both eyes’ extraocular movements were full and free in all directions of gaze.,Merge Q12,A
-0.0,There was no history of trauma.,Merge Q12,A
7.903686286947969,"Slitlamp examination showed a unilateral deepening of the anterior chamber associated with signs of anterior uveitis (ie, keratic precipitates and severe aqueous flare, 3+) and posterior synechiae between the iris and the lens.",Merge Q13,A
6.925895759019982,"Anterior segment optical coherence tomography images and fundus photographs of both eyes are shown in Figure 1.While anterior segment optical coherence tomography (AS-OCT) and fundus imaging were unremarkable for the right eye, the left anterior chamber was substantially deepened with a backbowing of the iris and an apposition to the lens, leading to a disappearance of the posterior chamber on AS-OCT scan.",Merge Q13,A
6.702138125896454,Her eye specialist then observed a reverse pupillary block in her left eye and referred the patient to our department.,Merge Q13,A
2.014445855065376,An inferior retinal detachment without any associated visible tear was present in the left eye (white arrowheads).,Merge Q13,A
1.8487757811494663,Intraocular pressure was 15 mm Hg in the right eye and 9 mm Hg in the left eye.,Merge Q13,A
0.2892043528740443,"At presentation, no other remarkable medical history was recorded and no precipitating factors identified.",Merge Q13,A
0.11111702870093103,"In addition, fundus examination revealed an inferior retinal detachment without any associated visible tear.",Merge Q13,A
0.0,.,Merge Q13,A
-0.0,"A few days before surgery, she noticed a sudden decrease in her left visual acuity measured at 20/80.",Merge Q13,A
-0.21744895141842394,A 53-year-old woman presenting with a unilateral mild cortical and nuclear cataract associated with 20/32 visual acuity in her left eye was planning to undergo phacoemulsification.,Merge Q13,A
1.8163815547367577,"A man in his 80s presented to the emergency department with a 4-week history of progressive weakness and fatigue, with associated development of purple bruiselike lesions on his head.",Merge Q14,D
1.2295118726740275,"Peripheral blood test results revealed a hemoglobin level of 9.1 g/dL, a platelet count of 68 × 103/μL, a white blood cell count of 2800/μL, and an absolute neutrophil count of 1.0/μL.",Merge Q14,D
0.540464684411159,"C, Punch biopsy showing cellular infiltrate of basophilic blastoid cells (hematoxylin-eosin).",Merge Q14,D
0.46581608802080154,"His medical history was significant for atrial fibrillation, receiving anticoagulation medication, and heart failure.On physical examination, numerous nontender violaceous plaques were seen on the forehead and scalp of the patient (Figure, A).",Merge Q14,D
0.12413705128924962,"On full skin examination, nonspecific skin-colored plaques were noted on the chest, and a 1.8 × 2.5-cm erythematous plaque was noted on the left lower back.",Merge Q14,D
0.03470430808952194,"(To convert hemoglobin to g/L, multiply by 10.0; platelets to ×109/L, by 1; white blood cell and neutrophil counts to ×109/L, by 0.001; and lactate dehydrogenase to μkat/L, by 0.0167.)",Merge Q14,D
0.006205242712859489,Lactate dehydrogenase level was 202 U/L.,Merge Q14,D
0.0,"D, Punch biopsy showing cellular infiltrate with CD123 staining.",Merge Q14,D
0.0,.,Merge Q14,D
0.0,"A 4-mm punch biopsy was performed on the erythematous plaque on the left lower back (Figure, B and C).A, Violaceous plaques on the scalp.",Merge Q14,D
-0.0,"B, Punch biopsy showing a grenz zone and infiltrate extending into deeper dermis (hematoxylin-eosin).",Merge Q14,D
-0.0,There was no appreciable lymphadenopathy or hepatosplenomegaly.,Merge Q14,D
0.0,"He denied any history of trauma, falls, or occlusive headgear use.",Merge Q14,D
0.15639938563483313,His computed tomography angiography revealed short segment (3 cm) and short circumferential thickening of the descending aorta with right renal artery narrowing (Figure 1).,Merge Q15,A
0.11545206606388092,His cranial magnetic resonance imaging revealed bilateral white matter hyperintensity that was more marked in the bilateral parieto-occipital region.,Merge Q15,A
0.05495854960814509,"His birth and developmental history were unremarkable.On examination, his pulse rate was 80 beats per minute (regular) with all peripheral pulses palpable without any radio-femoral delay.",Merge Q15,A
0.041005248203873634,Ultrasound of the abdomen revealed a small right kidney and renal Doppler was suggestive of right renal-artery stenosis.,Merge Q15,A
0.013430261785230003,His repeat cranial magnetic resonance imaging showed significant reduction in the white matter hyperintensities.Maximum-intensity projection computed tomography (CT) angiography abdomen axial section (thickness 7 mm) (A) showing narrowing of whole length of right renal artery and thickened abdominal aortal wall (black arrowhead) and coronal section (B) showing small asymmetrical right kidney and compensatory enlarged left kidney.,Merge Q15,A
0.0,.,Merge Q15,A
-0.0,There was no evidence of neurocutaneous markers.,Merge Q15,A
-0.0,"The cranial nerves, motor, sensory, and autonomic system examination were unremarkable.",Merge Q15,A
0.0,Fundus examination revealed papilledema with changes of hypertensive retinopathy.,Merge Q15,A
-0.0,Abdominal examination revealed abdominal bruit.,Merge Q15,A
0.0,Meningeal signs were absent.,Merge Q15,A
0.0,He had new-onset daily occipital headache for 1 month of mild to moderate severity and pulsating character.,Merge Q15,A
-0.0,His blood pressure was 170/110 mm Hg with less than 10 mm Hg difference of systolic and diastolic blood pressure in other limbs.,Merge Q15,A
-0.0,"There was no history of fever, weight loss, limb weakness, vision impairment, or any strokelike illness.",Merge Q15,A
0.0,"Occasionally, the headache became severe accompanied by vomiting, photophobia, and phonophobia.",Merge Q15,A
-0.13379714231324247,The child had 4 to 5 episodes of generalized tonic-clonic seizures 1 day prior to admission.,Merge Q15,A
-0.133809875975178,He remained unconscious for several hours and spontaneously regained consciousness over 24 hours.,Merge Q15,A
-0.2878497385390669,He was not oriented to place and time.,Merge Q15,A
-0.44058843669777076,A 6-year child presented with headache for 1 month and seizures followed by altered consciousness for 1 day.,Merge Q15,A
0.23830075739460002,"The patient had no fever, night sweats, fatigue, recent unintentional weight loss, shortness of breath, chest pain, nausea, vomiting, or diarrhea.",Merge Q16,B
0.05834278827095642,A 70-year-old man presented to the dermatology clinic for evaluation of a pruritic exanthem that began on his scalp and face and spread across most of his body over a 2-month period.,Merge Q16,B
0.0,.,Merge Q16,B
0.0,"On presentation, his temperature was 37.1 °C (98.7 °F); blood pressure, 128/86 mm Hg; heart rate, 110/min; and respiratory rate, 30/min.",Merge Q16,B
-0.0,"He was referred to the emergency department, where laboratory testing revealed a normal complete blood cell count and normal lactate dehydrogenase level.",Merge Q16,B
-0.0,Severe ectropion prevented complete eyelid closure (Figure).,Merge Q16,B
0.0,"The patient had waxy, exfoliative scale on the volar aspect of his hands and feet and thickened, onycholytic nails.",Merge Q16,B
0.0,"He reported no new prescription medications, over-the-counter drugs, or herbal supplements prior to the onset of the exanthem.",Merge Q16,B
0.0,Physical examination revealed confluent salmon-colored plaques composed of folliculocentric scaly papules across his body with several patches of unaffected skin on his trunk.,Merge Q16,B
0.0,"He had no history of psoriasis, atopic dermatitis, or other skin disorder, and no recent viral or bacterial infection.",Merge Q16,B
-0.02605751482899452,"The patient was admitted to the hospital and was treated with intravenous fluids and daily wet-wrap therapy with topical triamcinolone ointment (0.1%) applied to his trunk, arms, and legs, followed by a layer of warm, damp gauze and dry, cotton pajamas.Clinical examination at the time of presentation revealed generalized and coalescing salmon-colored plaques with “islands of sparing” on the abdomen (far left); waxy, exfoliative scale on the palms (center left) and soles (center right); and ectropion (far right).",Merge Q16,B
33.187892869572096,"Retinal pathology failed to improve, and the patient eventually refused additional intravitreal therapy because of pain and transiently decreased vision after each injection.Ultra-widefield fundus photograph and optical coherence tomography of a necrotic retinal lesion in the right eye demonstrating (A) multiple cotton wool spots along the arcades with retinal lesions in the temporal periphery (arrowheads) and (B) a cross-section through a temporal lesion along the superior arcade showing full thickness retinitis (arrow).Observation with systemic cidofovir and CMV immune globulin.",Merge Q17,B
30.10947821103829,"A patient in their mid-30s with a medical history of deceased donor kidney transplant, cytomegalovirus (CMV) colitis, and CMV viremia with documented resistance to foscarnet and ganciclovir (UL97 and UL54 gene mutations) presented with new-onset floaters in both eyes.",Merge Q17,B
6.650424028870163,"Despite the patient’s documented UL97 and UL54 mutations, a series of 5 biweekly intravitreal injections of foscarnet and ganciclovir were performed given their vision-threatening lesions.",Merge Q17,B
2.301679847184632,CMV titers indicated viremia at 2.24 million IU/mL.,Merge Q17,B
1.505429114247057,Optical coherence tomography showed localized areas of full-thickness retinitis (Figure 1B).,Merge Q17,B
0.8525963627765654,The patient was taking systemic immunosuppression but recently stopped taking maribavir because of concerns about resistance and was transitioned to cidofovir and CMV immune globulin.,Merge Q17,B
-0.0,"Dilated fundus examination revealed tortuous vasculature, multiple cotton wool spots along the arcades and periphery, and granular, hypopigmented retinal lesions without hemorrhage in the macula and temporal periphery in both eyes (Figure 1A).",Merge Q17,B
0.0,"On clinical examination, the visual acuity measured 20/25 OD and 20/20 OS.",Merge Q17,B
0.0,"Motility, visual fields, and anterior segment examination were normal.",Merge Q17,B
52.84291142917654,"Ultrasonography revealed a hypoechoic focal zone on the right side of the glans, with multiple hyperechoic bilaminar structures (Figure, C).",Merge Q18,A
41.53809988112577,"C, Ultrasonography of the glans penis demonstrates a hypoechoic focal zone in the parenchyma on the right containing multiple hyperechoic bilaminar tracts (arrowheads) (18 MHz; longitudinal view).",Merge Q18,A
19.726180081138324,"A biopsy was performed (Figure, D).A, Clinical image of glans penis with a pinpoint orifice.",Merge Q18,A
16.823360085487366,"Physical examination revealed an erythematous, pinpoint orifice on his glans penis, with peripheral telangiectasias and a linear bluish structure on dermoscopy (Figure, A and B).",Merge Q18,A
12.41775215108753,"A healthy, uncircumcised man in his 30s presented with a 14-year history of dyspareunia and recurrent, purulent discharge from his penis.",Merge Q18,A
6.677400060913393,He had undergone multiple evaluations by dermatologists and urologists and had not responded to systemic antibiotics and topical corticosteroids.,Merge Q18,A
4.91457831620455,"B, Dermoscopy reveals an orifice surrounded by peripheral telangiectasias and an extending bluish linear structure.",Merge Q18,A
3.399053296588695,"D, Hematoxlyin-eosin stain with original magnification ×100.",Merge Q18,A
-2.521835168946429,.,Merge Q18,A
1.6849954982129378,"C and D, Large amounts of homogeneous eosinophilic hyaline matrix with scattered fibroblasts.",Merge Q19,D
