ID_corr,separate_relevant,combined_relevant,delta,combined_more_relevance
ID0616,0.0,0,0.0,False
ID1569,0.0,0,0.0,False
ID0209,0.0,0,0.0,False
ID1541,0.0,2,2.0,True
ID1865,0.0,2,2.0,True
7009,0.0,0,0.0,False
ID1307,0.0,2,2.0,True
ID0977,0.0,1,1.0,True
ID1180,0.0,0,0.0,False
ID0830,0.0,2,2.0,True
ID0503,0.0,3,3.0,True
7030,0.0,0,0.0,False
ID1700,0.0,2,2.0,True
ID1605,0.0,3,3.0,True
ID1093,0.0,4,4.0,True
ID1221,0.0,0,0.0,False
ID1129,0.0,2,2.0,True
ID1298,0.0,3,3.0,True
ID1870,0.0,4,4.0,True
7031,0.0,0,0.0,False
ID0526,0.0,1,1.0,True
ID0574,0.0,0,0.0,False
ID0602,0.0,0,0.0,False
ID0805,0.0,0,0.0,False
ID0449,0.0,4,4.0,True
ID0825,0.0,3,3.0,True
ID0404,0.0,1,1.0,True
ID1863,0.0,3,3.0,True
ID1766,0.0,2,2.0,True
ID0458,0.0,0,0.0,False
ID0963,0.0,5,5.0,True
7029,0.0,0,0.0,False
ID1150,0.0,0,0.0,False
ID0758,0.0,1,1.0,True
ID0655,0.0,3,3.0,True
ID1448,0.0,0,0.0,False
ID1887,0.0,0,0.0,False
ID1411,0.0,3,3.0,True
ID0982,0.0,0,0.0,False
ID1570,0.0,0,0.0,False
ID0468,0.0,3,3.0,True
ID0495,0.0,4,4.0,True
ID0520,0.0,0,0.0,False
ID1366,0.0,0,0.0,False
ID1381,0.0,1,1.0,True
ID1481,0.0,0,0.0,False
ID1486,0.0,0,0.0,False
7074,0.0,0,0.0,False
ID0821,0.0,0,0.0,False
ID0352,0.0,5,5.0,True
ID0510,0.0,0,0.0,False
7056,0.0,0,0.0,False
ID1337,0.0,0,0.0,False
ID1101,0.0,0,0.0,False
ID1974,0.0,1,1.0,True
ID0492,0.0,0,0.0,False
ID0726,0.0,0,0.0,False
ID1229,0.0,0,0.0,False
ID1328,0.0,0,0.0,False
ID1984,0.0,0,0.0,False
ID0759,0.0,1,1.0,True
ID1767,0.0,0,0.0,False
ID0566,0.0,0,0.0,False
ID0161,0.0,0,0.0,False
ID0961,0.0,0,0.0,False
ID1590,0.0,4,4.0,True
7005,0.0,0,0.0,False
ID0635,0.0,1,1.0,True
7023,0.0,0,0.0,False
ID1051,0.0,2,2.0,True
ID0987,0.0,0,0.0,False
ID1993,0.0,2,2.0,True
ID0711,0.0,2,2.0,True
ID0926,0.0,0,0.0,False
ID0220,0.0,0,0.0,False
ID1240,0.0,0,0.0,False
ID1355,0.0,0,0.0,False
ID1157,0.0,0,0.0,False
ID1663,0.0,4,4.0,True
ID1183,0.0,0,0.0,False
7039,0.0,0,0.0,False
ID1711,0.0,0,0.0,False
7028,0.0,0,0.0,False
ID0032,0.0,0,0.0,False
ID0575,0.0,0,0.0,False
ID0776,0.0,0,0.0,False
ID1028,0.0,1,1.0,True
ID1593,0.0,0,0.0,False
ID1634,0.0,0,0.0,False
ID1359,0.0,0,0.0,False
ID0101,0.0,0,0.0,False
ID1827,0.0,3,3.0,True
ID1085,0.0,2,2.0,True
ID0236,0.0,0,0.0,False
ID0389,0.0,1,1.0,True
ID0060,0.0,2,2.0,True
ID1075,0.0,0,0.0,False
ID1353,0.0,1,1.0,True
ID1862,0.0,0,0.0,False
ID1654,0.0,0,0.0,False
ID0653,0.0,0,0.0,False
ID1622,0.0,1,1.0,True
ID0460,0.0,2,2.0,True
ID1058,0.0,0,0.0,False
ID0147,0.0,0,0.0,False
ID1666,0.0,3,3.0,True
ID1495,0.0,4,4.0,True
ID0376,0.0,0,0.0,False
ID0473,0.0,3,3.0,True
ID1929,0.0,0,0.0,False
ID1224,0.0,2,2.0,True
ID0186,0.0,0,0.0,False
ID0190,0.0,2,2.0,True
ID1329,0.0,1,1.0,True
ID1490,0.0,4,4.0,True
ID0325,0.0,2,2.0,True
ID1783,0.0,0,0.0,False
7002,0.0,0,0.0,False
ID1459,0.0,0,0.0,False
ID1396,0.0,1,1.0,True
ID1338,0.0,4,4.0,True
ID0680,0.0,0,0.0,False
ID1483,0.0,0,0.0,False
ID0221,0.0,3,3.0,True
ID0192,0.0,0,0.0,False
ID1428,0.0,0,0.0,False
ID1166,0.0,0,0.0,False
ID0879,0.0,0,0.0,False
ID0057,0.0,2,2.0,True
ID0816,0.0,0,0.0,False
ID1352,0.0,0,0.0,False
ID0979,0.0,0,0.0,False
7097,0.0,0,0.0,False
ID1236,0.0,0,0.0,False
ID0587,0.0,0,0.0,False
ID1765,0.0,10,10.0,True
7008,0.0,0,0.0,False
7068,0.0,6,6.0,True
ID1871,0.0,0,0.0,False
ID0017,0.0,1,1.0,True
ID1181,0.0,0,0.0,False
ID0639,0.0,0,0.0,False
ID0765,0.0,2,2.0,True
ID0521,0.0,0,0.0,False
ID1031,0.0,0,0.0,False
ID1539,0.0,5,5.0,True
ID0652,0.0,0,0.0,False
ID0671,0.0,0,0.0,False
ID1588,0.0,0,0.0,False
ID1972,0.0,0,0.0,False
ID0363,0.0,4,4.0,True
ID1625,0.0,0,0.0,False
ID1757,0.0,0,0.0,False
ID1005,0.0,0,0.0,False
ID0862,0.0,0,0.0,False
ID0053,0.0,0,0.0,False
ID1346,0.0,0,0.0,False
ID0851,0.0,0,0.0,False
ID1702,0.0,0,0.0,False
ID1453,0.0,0,0.0,False
ID0941,0.0,1,1.0,True
ID1645,0.0,0,0.0,False
ID0703,0.0,3,3.0,True
ID0599,0.0,0,0.0,False
ID0421,0.0,0,0.0,False
ID1691,0.0,0,0.0,False
ID0021,0.0,0,0.0,False
ID1302,0.0,3,3.0,True
ID0049,0.0,4,4.0,True
ID1529,0.0,0,0.0,False
ID1488,0.0,4,4.0,True
ID1479,0.0,4,4.0,True
7012,0.0,0,0.0,False
ID1463,0.0,0,0.0,False
ID1313,0.0,2,2.0,True
7086,0.0,0,0.0,False
7088,0.0,0,0.0,False
ID0859,0.0,0,0.0,False
ID1347,0.0,0,0.0,False
ID1716,0.0,2,2.0,True
ID0334,0.0,0,0.0,False
ID0425,0.0,0,0.0,False
ID0598,0.0,0,0.0,False
ID1208,0.0,0,0.0,False
ID1332,0.0,0,0.0,False
ID1949,0.0,0,0.0,False
ID1315,0.0,0,0.0,False
ID1422,0.0,0,0.0,False
ID1979,0.0,1,1.0,True
ID0046,0.0,0,0.0,False
ID1072,0.0,2,2.0,True
ID0172,0.0,2,2.0,True
ID0122,0.0,0,0.0,False
ID0911,0.0,1,1.0,True
7094,0.0,0,0.0,False
ID0149,0.0,0,0.0,False
7062,0.0,0,0.0,False
ID0533,0.0,5,5.0,True
ID1335,0.0,0,0.0,False
ID0884,0.0,2,2.0,True
ID1155,0.0,2,2.0,True
ID0442,0.0,0,0.0,False
ID0230,0.0,1,1.0,True
ID1858,0.0,0,0.0,False
ID0055,0.0,6,6.0,True
ID1510,0.0,0,0.0,False
ID1200,0.0,1,1.0,True
ID1268,0.0,0,0.0,False
ID1316,0.0,0,0.0,False
7070,0.0,1,1.0,True
ID0047,0.0,1,1.0,True
ID1356,0.0,0,0.0,False
ID1294,0.0,2,2.0,True
ID1533,0.0,0,0.0,False
ID1775,0.0,0,0.0,False
ID1262,0.0,4,4.0,True
ID1565,0.0,0,0.0,False
ID1768,0.0,0,0.0,False
ID0923,0.0,4,4.0,True
ID1249,0.0,0,0.0,False
7092,0.0,0,0.0,False
ID0813,0.0,0,0.0,False
7003,0.0,0,0.0,False
ID1170,0.0,0,0.0,False
ID1573,0.0,0,0.0,False
7054,0.0,0,0.0,False
ID1636,0.0,0,0.0,False
ID0554,0.0,2,2.0,True
ID0900,0.0,6,6.0,True
7051,0.0,3,3.0,True
ID0071,0.0,1,1.0,True
7015,0.0,0,0.0,False
ID1164,0.0,0,0.0,False
ID1425,0.0,2,2.0,True
ID0116,0.0,0,0.0,False
7017,0.0,0,0.0,False
ID0498,0.0,0,0.0,False
ID0137,0.0,1,1.0,True
7022,0.0,0,0.0,False
ID0280,0.0,0,0.0,False
ID1014,0.0,0,0.0,False
ID1578,0.0,0,0.0,False
ID1829,0.0,0,0.0,False
7080,0.0,0,0.0,False
ID0568,0.0,1,1.0,True
ID1024,0.0,0,0.0,False
ID1055,0.0,0,0.0,False
ID1559,0.0,2,2.0,True
ID1013,0.0,4,4.0,True
ID1374,0.0,0,0.0,False
ID1561,0.0,0,0.0,False
ID1688,0.0,0,0.0,False
ID1331,0.0,3,3.0,True
ID1232,0.0,0,0.0,False
ID0074,0.0,0,0.0,False
ID0144,0.0,0,0.0,False
ID0256,0.0,0,0.0,False
ID0783,0.0,0,0.0,False
ID0313,0.0,4,4.0,True
ID1276,0.0,0,0.0,False
ID1082,0.0,0,0.0,False
ID1154,0.0,0,0.0,False
ID1674,0.0,0,0.0,False
ID1825,0.0,0,0.0,False
ID0079,0.0,2,2.0,True
ID0815,0.0,0,0.0,False
ID1350,0.0,0,0.0,False
ID1457,0.0,4,4.0,True
ID0577,0.0,2,2.0,True
7043,0.0,1,1.0,True
ID0766,0.0,0,0.0,False
ID0300,0.0,0,0.0,False
ID1273,0.0,0,0.0,False
ID0150,0.0,0,0.0,False
ID0728,0.0,0,0.0,False
ID0416,0.0,0,0.0,False
ID0780,0.0,0,0.0,False
ID1162,0.0,3,3.0,True
ID0166,0.0,0,0.0,False
ID0831,0.0,6,6.0,True
7093,0.0,0,0.0,False
ID1405,0.0,2,2.0,True
ID0509,0.0,1,1.0,True
ID0679,0.0,0,0.0,False
ID0810,0.0,0,0.0,False
ID1646,0.0,0,0.0,False
ID0651,0.0,0,0.0,False
ID0243,0.0,0,0.0,False
ID0715,0.0,0,0.0,False
ID1976,0.0,0,0.0,False
ID1429,0.0,0,0.0,False
ID1571,0.0,0,0.0,False
ID1915,0.0,0,0.0,False
ID1819,0.0,3,3.0,True
ID0621,0.0,0,0.0,False
ID0939,0.0,0,0.0,False
ID1811,0.0,0,0.0,False
7001,0.0,1,1.0,True
ID0799,0.0,1,1.0,True
ID1280,0.0,0,0.0,False
7004,0.0,2,2.0,True
ID0922,0.0,4,4.0,True
ID0841,0.0,2,2.0,True
ID0007,0.0,2,2.0,True
ID0097,0.0,0,0.0,False
ID0463,0.0,1,1.0,True
ID1102,0.0,2,2.0,True
ID1309,0.0,1,1.0,True
ID1672,0.0,1,1.0,True
ID1152,0.0,0,0.0,False
ID1431,0.0,2,2.0,True
7069,0.0,0,0.0,False
ID0470,0.0,0,0.0,False
ID1947,0.0,0,0.0,False
ID0064,0.0,1,1.0,True
ID0078,0.0,0,0.0,False
ID1383,0.0,4,4.0,True
ID1418,0.0,0,0.0,False
ID1874,0.0,0,0.0,False
ID0696,0.0,0,0.0,False
ID1297,0.0,1,1.0,True
ID0217,0.0,1,1.0,True
ID1163,0.0,2,2.0,True
ID1793,0.0,0,0.0,False
ID1172,0.0,0,0.0,False
ID0440,0.0,1,1.0,True
ID1995,0.0,0,0.0,False
ID0701,0.0,0,0.0,False
ID1261,0.0,0,0.0,False
ID0391,0.0,0,0.0,False
ID1118,0.0,0,0.0,False
ID1789,0.0,2,2.0,True
ID1501,0.0,3,3.0,True
ID0437,0.0,0,0.0,False
ID0856,0.0,0,0.0,False
ID0015,0.0,0,0.0,False
ID1812,0.0,2,2.0,True
ID1543,0.0,0,0.0,False
ID0899,0.0,0,0.0,False
ID1596,0.0,1,1.0,True
7041,0.0,1,1.0,True
ID0089,0.0,0,0.0,False
ID1239,0.0,0,0.0,False
ID1905,0.0,0,0.0,False
ID1699,0.0,3,3.0,True
ID1823,0.0,7,7.0,True
7060,0.0,0,0.0,False
ID1389,0.0,2,2.0,True
ID1132,0.0,0,0.0,False
ID1466,0.0,2,2.0,True
ID0170,0.0,2,2.0,True
7045,0.0,0,0.0,False
ID1738,0.0,3,3.0,True
ID0792,0.0,2,2.0,True
ID1983,0.0,1,1.0,True
ID0119,0.0,0,0.0,False
ID0778,0.0,4,4.0,True
ID0773,0.0,2,2.0,True
ID0524,0.0,0,0.0,False
ID1038,0.0,0,0.0,False
ID0811,0.0,0,0.0,False
ID1998,0.0,4,4.0,True
ID0073,0.0,0,0.0,False
ID0367,0.0,0,0.0,False
7021,0.0,0,0.0,False
ID0784,0.0,3,3.0,True
ID1866,0.0,0,0.0,False
ID1932,0.0,0,0.0,False
ID1395,0.0,2,2.0,True
7098,0.0,0,0.0,False
7036,0.0,0,0.0,False
ID1941,0.0,1,1.0,True
ID0206,0.0,0,0.0,False
ID0713,0.0,0,0.0,False
ID0770,0.0,0,0.0,False
ID0216,0.0,0,0.0,False
ID0885,0.0,6,6.0,True
ID1908,0.0,1,1.0,True
ID0607,0.0,2,2.0,True
7059,0.0,3,3.0,True
ID1508,0.0,3,3.0,True
ID1694,0.0,2,2.0,True
ID0628,0.0,0,0.0,False
ID1071,0.0,0,0.0,False
ID0625,0.0,0,0.0,False
7013,0.0,0,0.0,False
ID1963,0.0,0,0.0,False
ID0832,0.0,1,1.0,True
ID1419,0.0,1,1.0,True
ID0009,0.0,0,0.0,False
ID1931,0.0,2,2.0,True
7078,0.0,0,0.0,False
ID1640,0.0,3,3.0,True
ID0803,0.0,0,0.0,False
ID0762,0.0,0,0.0,False
ID1655,0.0,0,0.0,False
ID1836,0.0,2,2.0,True
ID0866,0.0,0,0.0,False
7044,0.0,0,0.0,False
ID1251,0.0,0,0.0,False
ID0195,0.0,2,2.0,True
ID0595,0.0,0,0.0,False
ID0788,0.0,1,1.0,True
ID1613,0.0,0,0.0,False
ID0967,0.0,0,0.0,False
ID0377,0.0,0,0.0,False
ID0373,0.0,0,0.0,False
ID0665,0.0,2,2.0,True
ID0356,0.0,0,0.0,False
7065,0.0,0,0.0,False
ID0796,0.0,1,1.0,True
ID1758,0.0,0,0.0,False
ID1462,0.0,0,0.0,False
ID1986,0.0,0,0.0,False
ID0182,0.0,4,4.0,True
ID1685,0.0,3,3.0,True
ID0789,0.0,0,0.0,False
ID0471,0.0,0,0.0,False
ID0600,0.0,3,3.0,True
ID1778,0.0,1,1.0,True
ID1272,0.0,4,4.0,True
ID1500,0.0,0,0.0,False
ID1066,0.0,0,0.0,False
ID1791,0.0,0,0.0,False
ID0110,0.0,9,9.0,True
ID1845,0.0,5,5.0,True
ID0422,0.0,0,0.0,False
ID0130,0.0,1,1.0,True
ID1256,0.0,0,0.0,False
ID0786,0.0,0,0.0,False
7075,0.0,1,1.0,True
ID0240,0.0,2,2.0,True
ID1587,0.0,0,0.0,False
ID1743,0.0,0,0.0,False
ID1945,0.0,1,1.0,True
7082,0.0,0,0.0,False
ID0761,0.0,4,4.0,True
ID1888,0.0,0,0.0,False
ID0937,0.0,0,0.0,False
ID0733,0.0,1,1.0,True
ID1633,0.0,0,0.0,False
ID0902,0.0,0,0.0,False
ID1886,0.0,0,0.0,False
7034,0.0,0,0.0,False
7077,0.0,0,0.0,False
ID1286,0.0,0,0.0,False
7072,0.0,0,0.0,False
ID1958,0.0,0,0.0,False
7011,0.0,0,0.0,False
ID1489,0.0,4,4.0,True
7067,0.0,3,3.0,True
ID1880,0.0,0,0.0,False
ID1285,0.0,0,0.0,False
ID1821,0.0,0,0.0,False
ID0387,0.0,0,0.0,False
ID0193,0.0,1,1.0,True
ID0146,0.0,1,1.0,True
ID0233,0.0,1,1.0,True
ID0514,0.0,0,0.0,False
ID0708,0.0,0,0.0,False
ID1174,0.0,0,0.0,False
ID0693,0.0,3,3.0,True
ID0682,0.0,0,0.0,False
ID1048,0.0,0,0.0,False
7053,0.0,0,0.0,False
ID1354,0.0,3,3.0,True
ID1079,0.0,0,0.0,False
ID0532,0.0,1,1.0,True
ID0781,0.0,0,0.0,False
ID1881,0.0,0,0.0,False
7087,0.0,2,2.0,True
ID0102,0.0,0,0.0,False
ID0238,0.0,0,0.0,False
ID1919,0.0,2,2.0,True
ID0539,0.0,0,0.0,False
ID0088,0.0,1,1.0,True
ID0991,0.0,1,1.0,True
7079,0.0,1,1.0,True
ID1859,0.0,1,1.0,True
ID1660,0.0,1,1.0,True
ID0027,0.0,2,2.0,True
ID0692,0.0,2,2.0,True
ID1182,0.0,1,1.0,True
ID1651,0.0,0,0.0,False
ID1233,0.0,4,4.0,True
7081,0.0,0,0.0,False
ID0617,0.0,0,0.0,False
ID0910,0.0,0,0.0,False
ID1776,0.0,0,0.0,False
ID1392,0.0,0,0.0,False
ID0564,0.0,0,0.0,False
ID1899,0.0,0,0.0,False
ID1454,0.0,1,1.0,True
ID1207,0.0,0,0.0,False
ID0429,0.0,0,0.0,False
ID0840,0.0,0,0.0,False
ID1073,0.0,0,0.0,False
ID0487,0.0,1,1.0,True
ID0257,0.0,0,0.0,False
7040,0.0,0,0.0,False
ID0723,0.0,0,0.0,False
ID1460,0.0,0,0.0,False
ID1230,0.0,0,0.0,False
ID0307,0.0,2,2.0,True
ID1944,0.0,0,0.0,False
ID1430,0.0,0,0.0,False
ID0702,0.0,0,0.0,False
ID1746,0.0,0,0.0,False
ID1206,0.0,4,4.0,True
ID1148,0.0,0,0.0,False
ID1254,0.0,0,0.0,False
ID1246,0.0,4,4.0,True
ID1416,0.0,0,0.0,False
ID0112,0.0,0,0.0,False
7035,0.0,0,0.0,False
ID0244,0.0,3,3.0,True
ID0901,0.0,2,2.0,True
ID0764,0.0,0,0.0,False
ID0293,0.0,0,0.0,False
ID1110,0.0,0,0.0,False
ID1544,0.0,1,1.0,True
7085,0.0,0,0.0,False
ID1176,0.0,2,2.0,True
7020,0.0,0,0.0,False
ID1022,0.0,1,1.0,True
ID0082,0.0,3,3.0,True
ID1480,0.0,0,0.0,False
ID0331,0.0,2,2.0,True
ID0459,0.0,1,1.0,True
ID1153,0.0,2,2.0,True
ID1009,0.0,0,0.0,False
ID1540,0.0,0,0.0,False
ID0314,0.0,4,4.0,True
ID1228,0.0,2,2.0,True
ID1774,0.0,1,1.0,True
7032,0.0,0,0.0,False
7083,0.0,0,0.0,False
ID0125,0.0,0,0.0,False
ID0942,0.0,0,0.0,False
ID0710,0.0,0,0.0,False
ID0142,0.0,4,4.0,True
ID1890,0.0,1,1.0,True
ID0140,0.0,0,0.0,False
ID0222,0.0,0,0.0,False
ID0969,0.0,0,0.0,False
ID1833,0.0,0,0.0,False
ID1994,0.0,0,0.0,False
ID1387,0.0,5,5.0,True
ID1999,0.0,1,1.0,True
ID1219,0.0,3,3.0,True
ID1718,0.0,0,0.0,False
7057,0.0,0,0.0,False
ID1744,0.0,0,0.0,False
ID0428,0.0,0,0.0,False
ID0324,0.0,0,0.0,False
ID1369,0.0,0,0.0,False
7014,0.0,0,0.0,False
ID1121,0.0,0,0.0,False
ID1099,0.0,0,0.0,False
ID0944,0.0,0,0.0,False
ID0782,0.0,0,0.0,False
ID1586,0.0,3,3.0,True
ID1140,0.0,0,0.0,False
ID0030,0.0,0,0.0,False
ID0062,0.0,0,0.0,False
ID1684,0.0,3,3.0,True
ID0972,0.0,3,3.0,True
ID0659,0.0,1,1.0,True
ID0826,0.0,0,0.0,False
ID1809,0.0,0,0.0,False
ID0461,0.0,0,0.0,False
ID0697,0.0,0,0.0,False
ID1088,0.0,0,0.0,False
ID0018,0.0,5,5.0,True
ID0092,0.0,0,0.0,False
ID0151,0.0,0,0.0,False
ID1227,0.0,0,0.0,False
ID1209,0.0,1,1.0,True
ID1275,0.0,0,0.0,False
ID1777,0.0,0,0.0,False
ID1904,0.0,0,0.0,False
ID0828,0.0,0,0.0,False
ID0951,0.0,0,0.0,False
ID1927,0.0,3,3.0,True
ID0619,0.0,0,0.0,False
ID1953,0.0,0,0.0,False
ID1269,0.0,5,5.0,True
ID0418,0.0,3,3.0,True
ID1193,0.0,0,0.0,False
ID1955,0.0,2,2.0,True
ID1852,0.0,0,0.0,False
ID1840,0.0,0,0.0,False
ID0406,0.0,1,1.0,True
7091,0.0,0,0.0,False
ID0002,0.0,0,0.0,False
ID1591,0.0,0,0.0,False
7019,0.0,2,2.0,True
ID0658,0.0,0,0.0,False
ID1525,0.0,0,0.0,False
ID1223,0.0,3,3.0,True
ID0248,0.0,1,1.0,True
ID0254,0.0,0,0.0,False
ID1119,0.0,0,0.0,False
ID0779,0.0,1,1.0,True
ID0716,0.0,3,3.0,True
ID0673,0.0,3,3.0,True
ID0395,0.0,0,0.0,False
ID1673,0.0,1,1.0,True
ID1712,0.0,0,0.0,False
ID0833,0.0,3,3.0,True
ID0479,0.0,0,0.0,False
ID1049,0.0,4,4.0,True
ID1198,0.0,0,0.0,False
ID0623,0.0,3,3.0,True
ID0029,0.0,2,2.0,True
ID0740,0.0,1,1.0,True
ID1714,0.0,0,0.0,False
ID0506,0.0,2,2.0,True
ID1846,0.0,0,0.0,False
ID1923,0.0,1,1.0,True
ID1602,0.0,0,0.0,False
ID1637,0.0,3,3.0,True
ID1696,0.0,0,0.0,False
ID0591,0.0,2,2.0,True
ID1044,0.0,2,2.0,True
ID0567,0.0,3,3.0,True
ID0905,0.0,1,1.0,True
ID0852,0.0,2,2.0,True
ID1081,0.0,3,3.0,True
7025,0.0,0,0.0,False
ID1849,0.0,2,2.0,True
ID1127,0.0,0,0.0,False
ID1513,0.0,0,0.0,False
ID0976,0.0,1,1.0,True
ID1574,0.0,0,0.0,False
ID0998,0.0,0,0.0,False
ID1834,0.0,0,0.0,False
ID1398,0.0,1,1.0,True
ID1534,0.0,5,5.0,True
ID0117,0.0,0,0.0,False
ID1064,0.0,0,0.0,False
ID1892,0.0,0,0.0,False
ID0349,0.0,0,0.0,False
7064,0.0,0,0.0,False
ID1747,0.0,0,0.0,False
ID0844,0.0,0,0.0,False
ID0127,0.0,1,1.0,True
ID1218,0.0,0,0.0,False
ID1245,0.0,0,0.0,False
ID0407,0.0,0,0.0,False
ID1552,0.0,0,0.0,False
7047,0.0,0,0.0,False
7076,0.0,0,0.0,False
ID1580,0.0,0,0.0,False
ID0860,0.0,2,2.0,True
ID0858,0.0,0,0.0,False
ID0919,0.0,3,3.0,True
ID1270,0.0,3,3.0,True
ID1002,0.0,0,0.0,False
ID1678,0.0,0,0.0,False
ID0893,0.0,0,0.0,False
ID0330,0.0,2,2.0,True
ID1197,0.0,0,0.0,False
ID1117,0.0,0,0.0,False
ID1693,0.0,0,0.0,False
ID1817,0.0,0,0.0,False
ID1194,0.0,0,0.0,False
ID1531,0.0,0,0.0,False
ID1667,0.0,3,3.0,True
ID1291,0.0,0,0.0,False
ID1913,0.0,3,3.0,True
7010,0.0,0,0.0,False
7061,0.0,0,0.0,False
ID0683,0.0,0,0.0,False
ID1506,0.0,0,0.0,False
ID0253,0.0,0,0.0,False
ID0296,0.0,6,6.0,True
ID1339,0.0,4,4.0,True
ID0918,0.0,0,0.0,False
ID1446,0.0,0,0.0,False
ID1618,0.0,0,0.0,False
ID1895,0.0,1,1.0,True
ID0585,0.0,0,0.0,False
ID1518,0.0,2,2.0,True
ID1015,0.0,0,0.0,False
ID1467,0.0,4,4.0,True
ID1566,0.0,2,2.0,True
ID1990,0.0,0,0.0,False
ID1800,0.0,2,2.0,True
ID1882,0.0,2,2.0,True
ID1189,0.0,0,0.0,False
ID0085,0.0,0,0.0,False
ID0241,0.0,0,0.0,False
ID0709,0.0,0,0.0,False
7089,0.0,0,0.0,False
ID1841,0.0,0,0.0,False
7048,0.0,0,0.0,False
