Origin,QA_ID,Score,Source_preview
ID0152,Merge Q1171,0.0,K+: 4.3 mEq/L
ID0152,Merge Q1171,0.0,Cl-: 100 mEq/L
ID0152,Merge Q1171,0.0,HCO3-: 24 mEq/L
ID0152,Merge Q1171,0.0,BUN: 7 mg/dL
ID0152,Merge Q1171,0.0,Laboratory values are obtained and the results are shown below:
ID0152,Merge Q1171,0.0,Serum:
ID0152,Merge Q1171,-0.0,Na+: 139 mEq/L
ID1338,Merge Q1174,-0.5326318771708288,.
ID0244,Merge Q1178,-0.0,.
ID0185,Merge Q1180,3.2090113248802883,Direct bilirubin: 0.7 mg/dL
ID0185,Merge Q1180,1.834660482990168,Total bilirubin: 5.5 mg/dL
ID0185,Merge Q1180,-0.8464321702629473,Laboratory testing is performed and reveals the following:
ID1378,Merge Q1185,2.2544519345337,The patient is intubated.
ID1378,Merge Q1185,-0.1127399826960788,pH: 7.30
ID1378,Merge Q1185,-0.7952914914724115,PO2: 55 mmHg
ID1378,Merge Q1185,-1.0698569043026671,PCO2: 60 mmHg
ID0885,Merge Q1191,25.41347044706345,Luteinizing hormone (LH): 38 mIU/mL
ID0885,Merge Q1191,8.011907417491903,Follicle-stimulating hormone (FSH): 42 mIU/mL
ID0885,Merge Q1191,1.4688563815960538,Laboratory testing is performed and reveals the following:
ID1704,Merge Q1192,0.6125477526348895,.
ID1413,Merge Q1194,0.0715567702117409,.
ID1142,Merge Q1195,0.9849488139152528,India ink stain: Positive
ID1142,Merge Q1195,0.7298914313527742,Leukocyte count: 200/mm^3
ID1142,Merge Q1195,0.5306802926992765,Lymphocytes: 100%
ID1142,Merge Q1195,0.4938015772504788,Glucose: 32 mg/dL
ID1142,Merge Q1195,0.4208799074679161,Red blood cell count: 2/mm^3
ID1142,Merge Q1195,0.1265537977641939,Leukocyte count and differential:
ID1142,Merge Q1195,-0.3156996847741942,A lumbar puncture is performed with the following findings:
ID1142,Merge Q1195,-0.959867537021637,Protein: 204 mg/dL
ID1142,Merge Q1195,-0.971395290730086,Cerebrospinal fluid:
ID1142,Merge Q1195,-0.984692013129046,Opening pressure: 210 mmH2O
ID0032,Merge Q1199,-0.5940609251861853,.
ID1452,Merge Q1200,0.1440954560032439,Reticulocyte count: 0.8%
ID1452,Merge Q1200,0.0484424084424972,"Leukocyte count: 4,700/mm3"
ID1452,Merge Q1200,0.0207194328339628,Hematocrit: 41%
ID1452,Merge Q1200,0.0084866409884566,Bleeding time (BT): 4 minutes
ID1452,Merge Q1200,-0.0,Partial thromboplastin time (PTT): 56 seconds
ID1452,Merge Q1200,-0.0,Mean corpuscular volume: 89 µm3
ID1452,Merge Q1200,0.0,Hemoglobin: 14 g/dL
ID1452,Merge Q1200,0.0,Prothrombin time (PT): 13 seconds
ID1452,Merge Q1200,-0.1122522090131453,Laboratory tests are performed and reveal the following:
ID1846,Merge Q1223,-0.4591945537501894,.
ID0305,Merge Q1230,2.425662840338348,"The patient is sent for a right upper quadrant ultrasound demonstrating an absence of stones, no pericholecystic fluid, "
ID0305,Merge Q1230,0.9019038271555558,ALT: 110 U/L
ID0305,Merge Q1230,0.8587741851806641,Bilirubin
ID0305,Merge Q1230,0.3523954749107361,Alkaline phosphatase: 125 U/L
ID0305,Merge Q1230,0.0068733898712901,HCO3-: 24 mEq/L
ID0305,Merge Q1230,0.0,Direct: 1.8 mg/dL
ID0305,Merge Q1230,-0.0,Total: 2.5 mg/dL
ID0305,Merge Q1230,0.0,Na+: 140 mEq/L
ID0305,Merge Q1230,-0.1611059925944132,Amylase: 30 U/L
ID0305,Merge Q1230,-0.3663154595633513,AST: 100 U/L
ID0305,Merge Q1230,-0.8123462828848191,K+: 4.0 mEq/L
ID0305,Merge Q1230,-0.8328148969738967,Cl-: 100 mEq/L
ID0198,Merge Q1233,2.147974214095149,Creatinine: 1.7 mg/dL
ID0198,Merge Q1233,1.810953674088423,Na+: 137 mEq/L
ID0198,Merge Q1233,0.956781163518618,Ca2+: 5.7 mg/dL
ID0198,Merge Q1233,0.6052860031165856,K+: 5.5 mEq/L
ID0198,Merge Q1233,0.1114056475292956,Cl-: 100 mEq/L
ID0198,Merge Q1233,0.0,Glucose: 70 mg/dL.
ID0198,Merge Q1233,0.0,Urea nitrogen: 22 mg/dL
ID0198,Merge Q1233,-0.7979378147531836,Serum:
ID0198,Merge Q1233,-1.4917678833007812,HCO3-: 24 mEq/L
ID1475,Merge Q1241,0.7262605375655626,Glucose: 110 mg/dL
ID1475,Merge Q1241,0.7242155804141513,Creatinine: 1.3 mg/dL
ID1475,Merge Q1241,0.4241169691085815,"Alanine aminotransferase (ALT, GPT): 275 U/L"
ID1475,Merge Q1241,0.02262711051957,Total bilirubin: 0.8 mg/dL
ID1475,Merge Q1241,-0.0,"Leukocyte count: 5,300/mm^3"
ID1475,Merge Q1241,0.0,Hemoglobin: 12 g/dL
ID1475,Merge Q1241,0.0,"Aspartate aminotransferase (AST, GOT): 410 U/L"
ID1475,Merge Q1241,-0.0501945232941315,"Platelet count: 250,000/mm^3"
ID1475,Merge Q1241,-0.4245114402872634,Serum:
ID1475,Merge Q1241,-1.4614905581646955,His laboratory values are below:
ID0810,Merge Q1252,0.2022490984633127,Na+: 140 mEq/L
ID0810,Merge Q1252,0.0224506160837488,Creatinine: 1.1 mg/dL
ID0810,Merge Q1252,0.0,K+: 4.4 mEq/L
ID0810,Merge Q1252,0.0,Serum:
ID0810,Merge Q1252,0.0,HCO3-: 21 mEq/L
ID0810,Merge Q1252,-0.0819401961415829,Glucose: 215 mg/dL
ID0810,Merge Q1252,-0.1779242577706942,Blood urea nitrogen (BUN): 38 mg/dL
ID0810,Merge Q1252,-0.2965893267193106,Laboratory studies are performed and show:
ID0447,Merge Q1257,0.5602286458015442,.
ID0447,Merge Q1257,0.4209448823833073,"Leukocyte count: 4,500/mm^3"
ID0447,Merge Q1257,0.2630065128578756,"Platelets: 110,000/mm^3"
ID0447,Merge Q1257,0.1472786830257213,Mean corpuscular volume (MCV): 116 µm^3
ID0447,Merge Q1257,-0.073799611400345,Hemoglobin: 10.5 g/dL
ID0447,Merge Q1257,-0.2922169407585352,Reticulocyte count: 0.5%
ID0447,Merge Q1257,-1.9057947397232056,"A biopsy of the small bowel reveals blunting of villi and a mixed infiltration of lymphocytes, plasma cells, and eosinop"
ID1422,Merge Q1265,0.0954987475217579,"Platelet count: 179,000/mm^3"
ID1422,Merge Q1265,0.0507789154340437,Hematocrit: 36%
ID1422,Merge Q1265,0.0199766659825878,"Leukocyte count: 5,500/mm^3 with normal differential"
ID1422,Merge Q1265,-0.2122413019432148,Hemoglobin: 12 g/dL
ID1329,Merge Q1268,0.5990920268729351,.
ID0623,Merge Q1273,-0.1785133614093954,.
ID1838,Merge Q1282,1.980495833601125,Sulfonylurea level: undetectable
ID1838,Merge Q1282,1.4344315550397142,Hematocrit: 41%
ID1838,Merge Q1282,1.1015793701900871,Creatinine: 1.4 mg/dL
ID1838,Merge Q1282,0.7072353414940407,"Leukocyte count: 7,500/mm^3 with normal differential"
ID1838,Merge Q1282,0.4720842396450611,Ca2+: 10.2 mg/dL
ID1838,Merge Q1282,0.471352073079151,Glucose: 29 mg/dL
ID1838,Merge Q1282,0.4081578298944384,K+: 4.0 mEq/L
ID1838,Merge Q1282,0.1812961610029442,HCO3-: 23 mEq/L
ID1838,Merge Q1282,0.1463593553722462,C-peptide level: 55 ng/mL (normal < 5 ng/mL)
ID1838,Merge Q1282,0.1052356623664555,"Platelet count: 199,000/mm^3"
ID1838,Merge Q1282,0.0709093064069747,Cl-: 102 mEq/L
ID1838,Merge Q1282,0.0,BUN: 30 mg/dL
ID1838,Merge Q1282,0.0,Na+: 140 mEq/L
ID1838,Merge Q1282,-0.0404439555856426,Hemoglobin: 14 g/dL
ID1838,Merge Q1282,-0.4884578853394083,Serum:
ID0526,Merge Q1288,14.919817745756372,"Leukocyte count: 57,500/mm^3 with 35% blasts"
ID0526,Merge Q1288,0.6227974173013936,Serum:
ID0526,Merge Q1288,0.5384699661290905,HCO3-: 22 mEq/L
ID0526,Merge Q1288,0.5256448984146118,Na+: 139 mEq/L
ID0526,Merge Q1288,0.4905245429048966,K+: 4.1 Eq/L
ID0526,Merge Q1288,0.478358192246797,Hematocrit: 31%
ID0526,Merge Q1288,0.1779607385396957,Cl-: 100 mEq/L
ID0526,Merge Q1288,0.1265459811889608,Hemoglobin: 10 g/dL
ID0526,Merge Q1288,-0.0,BUN: 20 mg/dL
ID0526,Merge Q1288,-0.0,Creatinine: 1.1 mg/dL
ID0526,Merge Q1288,0.0,Glucose: 99 mg/dL
ID0526,Merge Q1288,-0.3114370888134442,"Platelet count: 109,000/mm^3"
ID0526,Merge Q1288,-0.6065495054268935,Calcium: 10.0 mEq/L.
ID0396,Merge Q1292,1.2798230292390511,pH: 7.56 (normal 7.35-7.45)
ID0396,Merge Q1292,0.9801870520422724,HCO3: 29 mEq/L (normal 22-26 mEq/L)
ID0396,Merge Q1292,0.0588469551191011,An arterial blood gas shows the following:
ID0396,Merge Q1292,0.0,pO2: 62 mmHg (normal 80-100 mmHg)
ID0396,Merge Q1292,-0.6728199105480774,pCO2: 25 mmHg (normal 35-45 mmHg)
ID0396,Merge Q1292,-0.9003038463406364,SaO2: 87% (normal 95-100%)
ID0833,Merge Q1298,-0.5061267056818665,.
ID0784,Merge Q1306,0.2596070577963855,Serum:
ID0784,Merge Q1306,0.1897562304883489,K+: 5.2 mEq/L
ID0784,Merge Q1306,0.0075640591924437,Na+: 130 mEq/L
ID0784,Merge Q1306,0.0,Laboratory values are as follows:
ID0784,Merge Q1306,-0.0,HCO3-: 24 mEq/L
ID0784,Merge Q1306,-0.1668364503829774,Cl-: 96 mEq/L
ID0784,Merge Q1306,-0.2086953460283504,Morning adrenocorticotropic hormone (ACTH) concentration (serum): 80 pg/mL (normal 10-60 pg/mL)
ID0784,Merge Q1306,-0.2764696802247964,30-minute cortisol during cosyntropin test: 8 ug/dL (normal > 18 ug/dL)
ID0784,Merge Q1306,-0.3783701062202453,Morning cortisol: 2 ug/dL
ID0330,Merge Q1314,-0.5220406994518061,.
ID0028,Merge Q1318,0.2275059748576653,"Platelet count: 119,000/mm^3"
ID0028,Merge Q1318,0.2096948178507993,K: 4.0 Eq/L
ID0028,Merge Q1318,0.1656265841421778,"Leukocyte count: 67,500/mm^3"
ID0028,Merge Q1318,0.1264643332671918,Hematocrit: 30%
ID0028,Merge Q1318,0.0857653027543736,Glucose: 109 mg/dL
ID0028,Merge Q1318,0.0590841184740873,Hemoglobin: 10 g/dL
ID0028,Merge Q1318,0.0476534903355595,Creatinine: 1.2 mg/dL
ID0028,Merge Q1318,0.0119202062487602,BUN: 22 mg/dL
ID0028,Merge Q1318,0.0,Na: 141 mEq/L
ID0028,Merge Q1318,0.0,HCO3-: 24 mEq/L
ID0028,Merge Q1318,-0.0,Cl: 103 mEq/L
ID0028,Merge Q1318,-0.0307797151729955,Serum:
ID0028,Merge Q1318,-0.0792890632220689,Ca: 10.0 mg/dL.
ID1541,Merge Q1319,1.4781360626220703,BUN: 80 mg/dL
ID1541,Merge Q1319,0.5627933065804076,Na+: 147 mEq/L
ID1541,Merge Q1319,0.4291357398033142,Glucose: 100 mg/dL
ID1541,Merge Q1319,0.229742801790562,K+: 3.5 mEq/L
ID1541,Merge Q1319,0.0735667586600828,Troponin: 0.10 mcg/L (normal < 0.01 mcg/L)
ID1541,Merge Q1319,-0.1022223746918506,Cl-: 112 mEq/L
ID1541,Merge Q1319,-0.1807164860079786,Creatinine: 2.1 mg/dL
ID1541,Merge Q1319,-0.2812605717405624,HCO3-: 14 mEq/L
ID1541,Merge Q1319,-0.30901336625136,Serum:
ID1541,Merge Q1319,-1.111421804731718,An ECG is ordered and is pending.
ID1738,Merge Q1323,0.7100797530526145,.
ID1526,Merge Q1324,0.1609369743428229,.
ID0535,Merge Q1328,-0.5714494585990906,.
ID0162,Merge Q1330,-0.2011024010594554,.
ID1193,Merge Q136,0.0,.
ID1070,Merge Q137,-0.0796040176705038,.
ID1204,Merge Q138,-1.046608924073881,.
ID0698,Merge Q1401,-0.0,| Heart rate | 68/min |
ID0698,Merge Q1401,-0.0352116825538965,| Temperature | 37.3°C (99.1°F) |
ID0698,Merge Q1401,-0.6847846987311289,| Blood pressure | 128/76 mm Hg |
ID0698,Merge Q1401,-1.4212752793688157,| --- | --- |
ID0698,Merge Q1401,-2.2799419592367367,| Respiratory rate | 14/min |
ID0698,Merge Q1401,-4.3673954832767015,"The patient is alert and oriented, though has moderate discomfort with deep breaths."
ID1713,Merge Q145,-0.0,.
ID0492,Merge Q146,0.0,.
ID1909,Merge Q154,-0.0,This modal can be closed by pressing the Escape key or activating the close button.
ID1909,Merge Q154,0.0,Escape will cancel and close the window.This is a modal window.
ID1909,Merge Q154,-0.7121518060929454,.
ID1416,Merge Q156,-2.2256285006429786,.
ID1021,Merge Q159,-0.107832440786558,.
ID0577,Merge Q164,-0.0,.
ID1773,Merge Q1647,1.7762795946071517,Head MRI shows no ischemia or tumors.
ID1773,Merge Q1647,1.2751532895221462,| Sodium (mEq/liter) | 139 | 136–145 |
ID1773,Merge Q1647,0.0,| Parathyroid hormone (pg/mL) | 3 | 10–60 |
ID1773,Merge Q1647,0.0,|  | Patient value | Reference range |
ID1773,Merge Q1647,-0.0,| Ionized calcium (mg/dL) | 7.0 | 4.5–5.6 |
ID1773,Merge Q1647,-0.0,| Glucose (mg/dL) | 102 | 70–100 |
ID1773,Merge Q1647,0.0,| Calcium (mg/dL) | 14.4 | 9.0–10.5 |
ID1773,Merge Q1647,-0.4333953757842409,| --- | --- | --- |
ID1773,Merge Q1647,-0.692504376562729,| Blood urea nitrogen (mg/dL) | 13 | 10–20 |
ID1773,Merge Q1647,-0.9183565092008944,| Creatinine (mg/dL) | 0.7 | 0.6–1.1 |
ID1773,Merge Q1647,-1.8236625032324023,| Albumin (g/dL) | 3.6 | 3.5–5.5 |
ID1841,Merge Q165,0.0,.
ID1074,Merge Q1651,23.203264509118267,Gram stain results of the cerebrospinal fluid are pending.
ID1074,Merge Q1651,13.367434946448403,| Leukocyte count | 710/mm3 |
ID1074,Merge Q1651,10.972101651603245,| Segmented neutrophils | 95% |
ID1074,Merge Q1651,7.060718024808781,| Pressure | 255 mm H2O |
ID1074,Merge Q1651,0.0,| Protein | 86 mg/dL |
ID1074,Merge Q1651,-0.0,| Lymphocytes | 5% |
ID1074,Merge Q1651,0.0,| Erythrocytes | 2/mm3 |
ID1074,Merge Q1651,0.0,| --- | --- |
ID1074,Merge Q1651,-0.1376707423478365,| Glucose | 22 mg/dL |
ID0702,Merge Q1706,0.8490761698366129,"On physical examination, the patient appears mildly uncomfortable."
ID0702,Merge Q1706,0.3308357496703976,| Blood pressure | 112/72 mm Hg |
ID0702,Merge Q1706,0.2715046247890397,| Respiratory rate | 12/min |
ID0702,Merge Q1706,0.225033978926732,| Heart rate | 72/min |
ID0702,Merge Q1706,0.1898028503945962,| --- | --- |
ID0702,Merge Q1706,-0.9859854514916055,| Temperature | 37.3°C (99.2°F) |
ID0116,Merge Q173,0.0,Escape will cancel and close the window.This is a modal window.
ID0116,Merge Q173,-0.0,This modal can be closed by pressing the Escape key or activating the close button.
ID0116,Merge Q173,-0.0,.
ID0407,Merge Q1750,0.4832972217534798,| Insulin (μU/mL) | 25 | 2–20 |
ID0407,Merge Q1750,0.1474288327688015,| --- | --- | --- |
ID0407,Merge Q1750,0.1390810937630657,| Glucose (mg/dL) | 55 | 70–100 |
ID0407,Merge Q1750,-0.0,"His symptoms resolve after oral administration of 20g glucose, with glucose rising to 78 mg/dL."
ID0407,Merge Q1750,-0.3420172860710277,| C-peptide (ng/mL) | 2.9 | 0.5–2.0 |
ID0407,Merge Q1750,-0.7621080984511234,|  | Patient value | Reference range |
ID1558,Merge Q189,0.0,.
ID0965,Merge Q2002,33.64154467454954,| **Finger-stick glucose** | **630 mg/dL** |
ID0965,Merge Q2002,10.683380790509988,| Ketones | Positive |
ID0965,Merge Q2002,8.075297320950124,The patient is started on an intravenous bolus of normal saline (0.9% NaCl).
ID0965,Merge Q2002,5.137043026573826,| Glucose | Positive |
ID0965,Merge Q2002,1.6307281566102894,| **Urinalysis** | |
ID0965,Merge Q2002,0.2657937766292943,| PO2 | 90 mm Hg |
ID0965,Merge Q2002,0.0,| Leukocytes | Negative |
ID0965,Merge Q2002,-0.0,| Casts | Negative |
ID0965,Merge Q2002,0.0,| Potassium | 3.1 mEq/L |
ID0965,Merge Q2002,0.0,| Chloride | 136 mEq/L |
ID0965,Merge Q2002,0.0,| Blood urea nitrogen | 20 mg/dL |
ID0965,Merge Q2002,-0.0,| Creatinine | 1.2 mg/dL |
ID0965,Merge Q2002,-0.0,| --- | --- |
ID0965,Merge Q2002,-0.0,| RBCs | Negative |
ID0965,Merge Q2002,0.0,| Nitrite | Negative |
ID0965,Merge Q2002,-0.0,| Sodium | 135 mEq/L |
ID0965,Merge Q2002,-0.0,| **Serum chemistry** | |
ID0965,Merge Q2002,0.0,| HCO3 | 8 mEq/L |
ID0965,Merge Q2002,-0.0,| pH | 7.1 |
ID0965,Merge Q2002,0.0,| PCO2 | 33 mm Hg |
ID0965,Merge Q2002,-1.3863193100015463,| --- | --- |
ID0965,Merge Q2002,-3.70448783015825,| **Arterial blood gas** | |
ID1171,Merge Q210,-0.0,.
ID1925,Merge Q214,0.4031260346886424,.
ID1098,Merge Q216,-0.5476242966198588,.
ID0150,Merge Q219,1.0434715747833252,.
ID0627,Merge Q2197,14.953650920936116,"After initiating 0.9% saline through two large-bore IVs and performing an unremarkable esophagogastroduodenoscopy, his c"
ID0627,Merge Q2197,0.7749946207203068,"| Platelet count | 280,000/mm3 |"
ID0627,Merge Q2197,0.6297112892832337,| Hemoglobin | 9.8 g/dL |
ID0627,Merge Q2197,0.2655540398048068,| Prothrombin time | 14 seconds (INR = 0.9) |
ID0627,Merge Q2197,-0.0,| Creatinine | 0.7 mg/dL |
ID0627,Merge Q2197,-0.0,| Serum |  |
ID0627,Merge Q2197,-0.0,| Cl- | 101 mEq/L |
ID0627,Merge Q2197,0.0,| K+ | 4.1 mEq/L |
ID0627,Merge Q2197,0.0,| --- | --- |
ID0627,Merge Q2197,-0.0748469603346733,| Na+ | 135 mEq/L |
ID0627,Merge Q2197,-0.1571813145189214,| Glucose | 96 mg/dL |
ID0627,Merge Q2197,-0.2754928544163704,| Urea nitrogen | 16 mg/dL |
ID0627,Merge Q2197,-0.6855210735860808,| Leukocyte count | 7800/mm3 |
ID0723,Merge Q221,-0.8423397406293821,.
ID0345,Merge Q223,24.49558169748132,"B, Peripheral blood smear showing small, bluish-purple punctate inclusions in erythrocytes (Giemsa stain, original magni"
ID0345,Merge Q223,0.0,.
ID1550,Merge Q224,0.0,.
ID0161,Merge Q226,-0.1535035520792007,.
ID0002,Merge Q229,0.0,Margin-to-reflex distance 1 was 3.5 mm on the right and 0.5 mm on the left.
ID0002,Merge Q229,-0.251613045038993,.
ID0399,Merge Q236,-0.2413349573590121,.
ID1588,Merge Q238,-0.0,.
ID0594,Merge Q2384,1.0397672142851226,| HDL | 50 mg/dL |
ID0594,Merge Q2384,0.7347741418359084,| --- | --- |
ID0594,Merge Q2384,0.3957024446856032,| LDL | 110 mg/dL |
ID0594,Merge Q2384,-0.983300646249353,| Total cholesterol | 196 mg/dL |
ID0594,Merge Q2384,-2.192558291514638,A resting ECG shows no abnormalities.
ID1037,Merge Q239,-0.2314175084977143,.
ID1761,Merge Q240,0.0,.
ID0262,Merge Q2405,4.113179542124271,The complete blood count is within normal limits.
ID0262,Merge Q2405,1.7426713661735371,|  | Patient value | Reference range |
ID0262,Merge Q2405,0.6654640238240211,| Albumin (g/dL) | 3.8 | 3.5–5.5 |
ID0262,Merge Q2405,0.4935434714331539,| Thyroid-stimulating hormone (μU/mL) | 0.03 | 0.5–4.7 |
ID0262,Merge Q2405,-0.0,| Phosphorus (mg/dL) | 3.6 | 3.0–4.5 |
ID0262,Merge Q2405,0.0,| Calcium (mg/dL) | 9.4 | 9.0–10.5 |
ID0262,Merge Q2405,-1.5234728115834797,| --- | --- | --- |
ID1975,Merge Q2435,0.804711305081546,"On physical examination, there is exquisite tenderness to palpation in the paravertebral musculature of the lower lumbar"
ID1975,Merge Q2435,0.6369891455179149,| Body mass index | 40 kg/m2 |
ID1975,Merge Q2435,0.1625621758710673,| Heart rate | 86/min |
ID1975,Merge Q2435,0.136582867279433,| Blood pressure | 152/90 mm Hg |
ID1975,Merge Q2435,0.0902824721632453,| --- | --- |
ID1975,Merge Q2435,-0.3766011792854642,| Temperature | 37°C (98.8°F) |
ID0047,Merge Q249,0.0,.
ID0870,Merge Q2495,1.8527089936178,Schistocytes are present on peripheral blood smear.
ID0870,Merge Q2495,1.5595798774701282,| Lactate dehydrogenase | 290 U/L |
ID0870,Merge Q2495,0.9908404750544672,| Blood | 3+ |
ID0870,Merge Q2495,0.9624419957789104,| Protein | 1+ |
ID0870,Merge Q2495,0.5197237133979797,| Urea nitrogen | 42 mg/dL |
ID0870,Merge Q2495,0.5039704760654771,"| Platelet count | 185,000/mm3 |"
ID0870,Merge Q2495,0.3024647980806606,| Leukocyte count | 9000/mm3 |
ID0870,Merge Q2495,0.1319602661448155,| Total bilirubin | 1.8 mg/dL |
ID0870,Merge Q2495,0.1246086610489793,| RBC | 10–13/hpf |
ID0870,Merge Q2495,0.0,| --- | --- |
ID0870,Merge Q2495,-0.0472697621782074,| Hematocrit | 23% |
ID0870,Merge Q2495,-0.2084261029958725,| Serum |  |
ID0870,Merge Q2495,-0.219723472854571,| Casts | none |
ID0870,Merge Q2495,-0.2237022040073309,| Haptoglobin | 25 mg/dL (N = 41–165) |
ID0870,Merge Q2495,-0.4861251195116561,| Creatinine | 3.0 mg/dL |
ID0870,Merge Q2495,-0.927877759361675,| Antinuclear antibodies | positive |
ID1540,Merge Q258,0.3956840178506919,.
ID1392,Merge Q2594,5.335637214212044,"After initial stabilization with fluids and blood products, an urgent upper endoscopy is performed and is negative."
ID1392,Merge Q2594,1.1249797046458692,- Creatinine: 0.7 mg/dL (normal: 0.6-1.1)
ID1392,Merge Q2594,0.8508002303879147,- Hemoglobin: 6.0 g/dL (normal: 12.0-16.0)
ID1392,Merge Q2594,0.0,- BUN: 7 mg/dL (normal: 10-20)
ID1434,Merge Q2609,0.9187794489377324,"Endoscopy reveals diffuse gastric mucosal erythema and a 1 cm lesion with a smooth, flat base in the proximal duodenum."
ID1434,Merge Q2609,0.3777712390857229,"- Leukocyte count: 11,000/mm^3"
ID1434,Merge Q2609,0.2843436002731323,  - Lymphocytes: 35%
ID1434,Merge Q2609,0.2716686634309924,"- Platelets: 176,000/mm^3"
ID1434,Merge Q2609,0.2368250340223312,  - Basophils: 0.8%
ID1434,Merge Q2609,0.1017063785890067,  - Segmented neutrophils: 56%
ID1434,Merge Q2609,0.0479794839707957,- Hemoglobin: 7.2 g/dL
ID1434,Merge Q2609,0.036878548186485,  - Eosinophils: 1%
ID1434,Merge Q2609,-0.0236686643994686,- Positive heme occult stool test
ID1434,Merge Q2609,-0.2852058448816902,  - Monocytes: 5%
ID1434,Merge Q2609,-0.3245897992027016,  - Bands: 2%
ID0291,Merge Q2630,1.05046767847861,| Respiratory rate | 14/min |
ID0291,Merge Q2630,1.0348692443244754,| Blood pressure | 124/78 mm Hg |
ID0291,Merge Q2630,0.976561416514918,| --- | --- |
ID0291,Merge Q2630,0.0428820597332596,| Heart rate | 82/min |
ID0291,Merge Q2630,-0.0,"On examination, the patient is in mild discomfort but is appropriately alert and oriented."
ID0291,Merge Q2630,-0.3873840022824453,| Temperature | 36.7°C (98.1°F) |
ID0935,Merge Q266,-0.0,.
ID0094,Merge Q267,-0.0,.
ID0096,Merge Q2672,4.148859024047852,Alcohol: 300 mg/dL
ID0096,Merge Q2672,0.6738098437608213,Na+: 140 mEq/L
ID0096,Merge Q2672,0.4608876896688699,Serum:
ID0096,Merge Q2672,0.3517621648935954,Ca2+: 10.2 mg/dL
ID0096,Merge Q2672,-0.032781700936103,HCO3-: 24 mEq/L
ID0096,Merge Q2672,-0.0718372943236026,K+: 4.1 mEq/L
ID0096,Merge Q2672,-0.1515344335613653,Glucose: 112 mg/dL
ID0096,Merge Q2672,-0.4393789784459082,Creatinine: 1.1 mg/dL
ID0096,Merge Q2672,-0.4395366512480916,Cl-: 102 mEq/L
ID0096,Merge Q2672,-0.9104057255128076,BUN: 20 mg/dL
ID0096,Merge Q2672,-1.6479427814483645,"After intubation and ICU admission, the patient continues to show inadequate respiratory drive at 24 hours."
ID1617,Merge Q2710,0.9212647330809736,"On abdominal examination, there is severe tenderness in the right lower quadrant with rebound and guarding."
